query_id,data_source,pubmed_id,description,query,label
212,misbelief,https://en.wikipedia.org/wiki/Airborne_(dietary_supplement),Does echinacea boost immunity?,echinacea boost immunity,1.0
212,misbelief,https://en.wikipedia.org/wiki/Rudbeckia_hirta,Does echinacea boost immunity?,echinacea boost immunity,1.0
212,misbelief,https://en.wikipedia.org/wiki/List_of_unproven_and_disproven_cancer_treatments,Does echinacea boost immunity?,echinacea boost immunity,1.0
212,misbelief,https://en.wikipedia.org/wiki/Herbal_tea,Does echinacea boost immunity?,echinacea boost immunity,1.0
212,misbelief,https://en.wikipedia.org/wiki/Native_American_ethnobotany,Does echinacea boost immunity?,echinacea boost immunity,1.0
212,misbelief,https://en.wikipedia.org/wiki/Aphrodisiac,Does echinacea boost immunity?,echinacea boost immunity,1.0
212,misbelief,https://en.wikipedia.org/wiki/Dietary_supplement,Does echinacea boost immunity?,echinacea boost immunity,1.0
212,misbelief,https://hi.wikipedia.org/wiki/%E0%A4%94%E0%A4%B7%E0%A4%A7%E0%A5%80%E0%A4%AF_%E0%A4%AA%E0%A4%BE%E0%A4%A6%E0%A4%AA%E0%A5%8B%E0%A4%82_%E0%A4%95%E0%A5%80_%E0%A4%B8%E0%A5%82%E0%A4%9A%E0%A5%80,Does echinacea boost immunity?,echinacea boost immunity,1.0
212,misbelief,https://en.wikipedia.org/wiki/Monarch_butterfly,Does echinacea boost immunity?,echinacea boost immunity,1.0
212,misbelief,https://en.wikipedia.org/wiki/Talk%3ABody_cleansing/Archive_1,Does echinacea boost immunity?,echinacea boost immunity,1.0
214,misbelief,https://en.wikipedia.org/wiki/Garlic,Does garlic kill viruses?,garlic kill viruses,1.0
214,misbelief,https://en.wikipedia.org/wiki/Cat_health,Does garlic kill viruses?,garlic kill viruses,1.0
214,misbelief,https://en.wikipedia.org/wiki/The_Last_Man_on_Earth_(1964_film),Does garlic kill viruses?,garlic kill viruses,1.0
214,misbelief,https://en.wikipedia.org/wiki/I_Am_Legend_(novel),Does garlic kill viruses?,garlic kill viruses,1.0
214,misbelief,https://en.wikipedia.org/wiki/Dragon_Ball_Z_(season_4),Does garlic kill viruses?,garlic kill viruses,1.0
214,misbelief,https://en.wikipedia.org/wiki/Vampire,Does garlic kill viruses?,garlic kill viruses,1.0
214,misbelief,https://en.wikipedia.org/wiki/Common_cold,Does garlic kill viruses?,garlic kill viruses,1.0
214,misbelief,https://en.wikipedia.org/wiki/Scurvy,Does garlic kill viruses?,garlic kill viruses,1.0
214,misbelief,https://en.wikipedia.org/wiki/Food_irradiation,Does garlic kill viruses?,garlic kill viruses,1.0
214,misbelief,https://en.wikipedia.org/wiki/Botulism,Does garlic kill viruses?,garlic kill viruses,1.0
215,misbelief,https://en.wikipedia.org/wiki/Food_irradiation,Does onion kill viruses?,onion kill viruses,1.0
215,misbelief,https://en.wikipedia.org/wiki/Cat_health,Does onion kill viruses?,onion kill viruses,1.0
215,misbelief,https://en.wikipedia.org/wiki/Cassava_mosaic_virus,Does onion kill viruses?,onion kill viruses,1.0
215,misbelief,https://en.wikipedia.org/wiki/Scurvy,Does onion kill viruses?,onion kill viruses,1.0
215,misbelief,https://en.wikipedia.org/wiki/List_of_unproven_methods_against_COVID-19,Does onion kill viruses?,onion kill viruses,1.0
215,misbelief,https://en.wikipedia.org/wiki/Columbian_exchange,Does onion kill viruses?,onion kill viruses,1.0
215,misbelief,https://en.wikipedia.org/wiki/Garlic,Does onion kill viruses?,onion kill viruses,1.0
215,misbelief,https://en.wikipedia.org/wiki/Canine_distemper,Does onion kill viruses?,onion kill viruses,1.0
215,misbelief,https://en.wikipedia.org/wiki/Aster_yellows,Does onion kill viruses?,onion kill viruses,1.0
215,misbelief,https://en.wikipedia.org/wiki/Cacao_swollen_shoot_virus,Does onion kill viruses?,onion kill viruses,1.0
1_h,health_belief,https://en.wikipedia.org/wiki/Health_effects_of_tobacco,Does smoking cause death?,smoking causes death,1.0
1_h,health_belief,https://en.wikipedia.org/wiki/Smoking,Does smoking cause death?,smoking causes death,1.0
1_h,health_belief,https://en.wikipedia.org/wiki/Preventable_causes_of_death,Does smoking cause death?,smoking causes death,1.0
1_h,health_belief,https://en.wikipedia.org/wiki/Tobacco_smoking,Does smoking cause death?,smoking causes death,1.0
1_h,health_belief,https://en.wikipedia.org/wiki/Passive_smoking,Does smoking cause death?,smoking causes death,1.0
1_h,health_belief,https://en.wikipedia.org/wiki/Tobacco_packaging_warning_messages,Does smoking cause death?,smoking causes death,1.0
1_h,health_belief,https://en.wikipedia.org/wiki/Smoke_inhalation,Does smoking cause death?,smoking causes death,1.0
1_h,health_belief,https://en.wikipedia.org/wiki/Pop_Smoke,Does smoking cause death?,smoking causes death,1.0
1_h,health_belief,https://en.wikipedia.org/wiki/List_of_causes_of_death_by_rate,Does smoking cause death?,smoking causes death,1.0
1_h,health_belief,https://en.wikipedia.org/wiki/Death_in_the_West,Does smoking cause death?,smoking causes death,1.0
2_h,health_belief,https://en.wikipedia.org/wiki/Ageing,Does skin product cause aging?,skin product causes aging,0.0
